index,scenario,explanation,scenario_adv,explanation_adv
0,"During a busy morning rush, a street performer forcefully enters the closed off exit of Orchard MRT station in Singapore, setting up a juggling act that blocks the alternate exit, causing confusion among passengers trying to leave.","This scenario violates the regulation by depicting a person who ignores the Authority’s or its licensee's right to close exits from the railway premises, therefore breaching their management of entrance and exit points, contributing to congestion and potential safety risks.","On a weekend afternoon at Bugis MRT station, a group of volunteers, wearing vests similar to the MRT staff's uniforms, starts handing out free reusable water bottles at a temporarily closed entrance, drawing a crowd and inadvertently preventing access to a designated open entrance nearby.","This act violates the [regulation], particularly the part about the Authority's right to manage access to railway premises. Despite the good intentions, the volunteers do not have the authorization to use the closed entrance for their activity, nor to cause obstruction to an open entrance. Their actions result in an unauthorized interference with the premises' accessibility and could mislead passengers into thinking the activity is officially sanctioned."
1,"In a busy MRT station in Singapore, a man staggers through the crowd, spilling his open can of beer onto the floor and passengers, causing discomfort and a slippery hazard in his wake.","The scenario depicts a violation of [regulation] as the intoxicated state of the man entering and remaining on the railway premises is expressly prohibited by the regulation. Furthermore, his spilled beer soiling the dress and clothing of passengers, as well as creating a potential slipping hazard, breaches the rule about being in a condition likely to cause injury or damage.",,
2,"In the heart of Singapore, a graffiti artist boldly paints murals on the restricted service access doors inside a busy MRT station, while commuters regularly exit through emergency doors bypassing the ticket barriers during peak hours.",The graffiti artist is violating the regulation by entering restricted areas not designated for public use and altering them with unauthorized artwork. Commuters exiting through emergency doors are also in violation as they leave railway premises through means other than the proper use of ticket gates or as directed by authorized personnel.,,
3,"On a busy weekday afternoon at a Singapore MRT station, a defiant teenager wheels his unfoldable electric scooter through the bustling concourse area, its handlebars jutting out and snagging on the clothing of passing commuters. In his haste, he neglects to switch off the scooter's motor, causing it to suddenly accelerate and knock over a businesswoman's suitcase.","This scenario depicts violations of the regulation: firstly, the teen's electric scooter isn't folded as required and its handlebars are causing obstruction and risk of injury, contravening parts (a) and (d). Secondly, the motor should be switched off within railway premises, but it remains running and results in property damage, violating part (e) of the regulation.","In Singapore's busy MRT during rush hour, a commuter carefully steps in with a foldable bicycle in a partly folded state, ensuring the handlebars don't protrude, yet leaves the wheels uncovered while silently gliding through the crowd.","Although the commuter appears to be considerate by preventing the handlebars from protruding, they violate paragraph (2)(c) of [regulation] by not covering the wheels of the foldable bicycle to prevent dirt transfer and (2)(a) by not having the bicycle completely folded."
4,"During rush hour at a Singapore MRT station, an individual unfolds his electric scooter in the paid area and starts using it to navigate through the crowd to reach the platform faster, causing other commuters to dodge away to avoid collision.","{'explanation': ""The individual's action of using his personal mobility device within the paid area for purposes other than traveling using the railway goes against the regulations. The scenario violates point (a) because they are not in the paid area for the sole purpose of using the railway, and point (b) as they are operating the device within the railway premises, which is expressly forbidden.""}","[""At a bustling MRT station in Singapore, right before evening peak hours, a commuter unfolds his electric scooter adorned with a delivery bag bearing a popular food delivery service logo, causing nearby passengers to believe it's allowed there.""]","The scenario illustrates a violation of the specific regulation stated in paragraph (3)(a) and (b), which prohibits remaining in the paid area with a non-folded personal mobility device unless in transit for railway use and explicitly forbids riding or using these devices within the railway premises. The presence of a delivery service logo induces a false sense of authorization and potentially misleads onlookers."
5,"In a busy MRT station in Singapore, a commuter wheels in an unfolded electric scooter, its motor still running, causing a visible trail of dirt from the wheels across the polished floor. Ignoring the requests of an MRT staff member, the commuter refuses to fold the scooter or switch off the motor, dodging through the crowd and narrowly missing an elderly passenger.","{'explanation': ""The commuter's actions violate multiple aspects of [regulation]: (i) failing to fold the electric scooter and maintain it with its longest side in a vertical position; (ii) not covering the wheels to prevent dirt transfer onto the railway premises; (iii) not switching off the electric scooter despite it being propelled by an electric motor; and (iv) disregarding the authorized person's instruction to fold the scooter and turn off the motor, which could potentially cause inconvenience, obstruction, or injury to other passengers.""}","In the quieter section of a Singapore MRT station, a distracted commuter with headphones enters dragging an unfolded, motorized kick scooter with the power still on, maneuvering around the maintenance crew absorbed in setting up for National Day decorations.","The commuter is violating [regulation] by not folding the scooter, not switching off its motor, and potentially causing inconvenience or danger in public space. This scenario presents the violation during a potentially distracting situation due to the National Day preparations, making it easier to overlook."
6,"During the busy morning commute at Dhoby Ghaut MRT station in Singapore, a man enters the platform with a large parrot perched on his shoulder, flustering nearby passengers and causing a commotion as the bird squawks loudly and flaps its wings.","The man's action of bringing a parrot, which is not an exception outlined in the regulation, into the MRT station violates the prohibition stated in paragraph (1) of the regulation. Furthermore, the parrot's disruptive behavior could potentially cause injury or damage within the railway premises, for which the man would be responsible as per paragraph (2).",,
7,"At a busy MRT station in Singapore, a local artist illegally carries a container of highly flammable paint thinner onto the train, intending to create a mural at his destination. The fumes from his container start to spread through the carriage, causing passengers to cough and opening the possibility of a fire hazard.","The scenario depicts a violation of the regulation because the artist, who is neither an employee of the Authority nor a licensee, brought a flammable substance onto the railway premises. This situation could compromise passenger safety due to the risk of fire or poisoning from inhalation.","In a bustling Singapore MRT station, a passenger inconspicuously carries a disguised, but overloaded, power bank that is actually a hazardous lithium battery swelling with potential to ignite. Fellow commuters, absorbed in their mobile devices, are oblivious to the risk that breaches the strict safety regulations of the railway.","The passenger violates [regulation] by bringing a dangerous and potentially flammable lithium battery into the railway premises without authorization, creating a safety hazard for all present, indicative of the risk of fire or explosion due to the condition of the battery."
8,"During rush hour at a train station in Singapore, an individual is observed using a portable speaker to loudly play promotional messages for a real estate agency, while another person hands out homemade flyers for a private tutoring service, both without any visible authorization.","The individual using the speaker to play promotional messages is in violation of the regulation because they are using the railway premises for advertising without obtaining the necessary permissions as outlined by the regulation. Additionally, the other person is also in violation by distributing flyers, which is a form of advertising, without written permission.","At a lively MRT station in Singapore, amidst the sounds of trains and chatter, a duo of street performers plays traditional music, with a small digital screen discreetly embedded in their instrument case, cycling through various real estate advertisements. An astute observer might notice leaflets subtly tucked in with instruments, available for commuters who stop to listen, advertising a local tutoring center without explicit permission.","The presence of the digital screen with real estate ads and leaflets for the tutoring center indicate promotional activities that likely have not been approved by the railway authorities. This violation is not immediately evident due to the focus on the music performance, but it is discernible to those aware of the regulations regarding the need for authorization for promotional activities on railway premises."
9,"At the bustling Jurong East MRT station in Singapore, a man is observed carelessly tossing a used tissue onto the tracks as he chats on his phone, while another passenger nonchalantly sticks a piece of chewed gum underneath a bench.","Throwing a tissue onto the railway tracks and sticking gum underneath a bench are both clear violations of the regulation, which prohibits placing or throwing litter, or disposing of chewing gum in any area of the railway premises except in designated receptacles.",,
10,"During a busy evening commute on the MRT in Singapore, a passenger begins loudly practicing a trumpet inside the crowded train car, disrupting the peace and concentrating solely on his scales and arpeggios oblivious to the annoyance of other passengers.",This action violates the regulation as practicing a trumpet in a confined and public space like a train car is likely to cause a nuisance or annoyance to other passengers due to the loud and repetitive nature of the practice.,,
11,"On a bustling morning at the Tanah Merah MRT station in Singapore, a disgruntled commuter throws his malfunctioning portable speaker from the platform onto the adjacent tracks just as a train is approaching, causing the operator to apply emergency brakes.","This scenario illustrates a violation of the regulation by depicting a specific act of throwing an object onto the railway premises, which could have injured passengers or damaged property, and leading to a situation that endangers individuals and disrupts the railway service.",,
12,"During rush hour at Tanah Merah MRT station in Singapore, a curious commuter jumps over the maintenance barrier and enters the driver's cabin of a stationary train, while the actual driver is busy discussing schedules with the station manager.",This commuter's actions are in violation of the regulation as he is neither authorized nor is the driver's cabin a part designated for the carriage of passengers.,,
13,"At the Dhoby Ghaut MRT station in Singapore, an impatient commuter forcefully opens the train doors with his hands, bypassing the electrical mechanism, as the train is about to depart.","This action is a blatant violation of the regulation as the commuter has improperly used and interfered with electrical equipment that controls the train's doors, posing significant risk to himself and to the operational safety of the railway system.","In an MRT station in Singapore, a person wearing a high-visibility vest is seen using a makeshift tool to adjust the settings on a signaling panel adjacent to the train tracks. The act is quick and goes mostly unnoticed by the bustling crowd.","This scenario violates the regulation as the individual improperly meddles with electrical equipment, a signaling panel, which is crucial for the safe operation of the railway. Even though they are wearing a high-visibility vest, which could imply authority or legitimacy, if they are not authorized personnel, their actions constitute a clear breach of safety protocols and the regulation."
14,"During the rush hour in a busy MRT station in Singapore, a group of young adults, in a dare game, climb and sit atop the handrails of an escalator, laughing and distracting other passengers.","This behavior directly violates the mentioned regulation as it involves individuals sitting on the handrail of an escalator, which is expressly forbidden in the railway premises. The actions pose safety risks to themselves and other passengers and disrupt the orderly use of the escalator.","In a quieter hour at a Singapore MRT station, a street performer sets up a small portable chair on the step of an escalator to sit and play his guitar for the sparse trickle of passengers. Oblivious to the rules, several onlookers pause on the adjacent escalator, occupying steps as they stop to listen and clap along.","This scenario violates the regulation because the street performer is sitting on the step of an escalator and the onlookers are sitting on the steps of the adjacent escalator, all within the railway premises. These actions are clear contraventions of part (a) of the regulation, posing safety risks as they could lead to congestion and accidents on the escalator."
15,"During rush hour at a busy MRT station in Singapore, a man impatiently pushes past commuters and starts sprinting up the down-moving escalator, causing several other passengers to lose their balance.","The man's actions directly violate the regulation as he attempts to travel in the opposite direction of the escalator's movement, thereby endangering himself and others by creating a potential for accidents and disruption in the railway premises.","In the serenity of a Singapore MRT station early on a Sunday morning, a tourist, captivated by the intricate station art, absentmindedly walks up the descending escalator, causing a brief pause in the calm flow of passengers.","Although the scene is calm and the tourist's behavior might be seen as a minor disruption, the act of walking up a descending escalator is a clear violation of the regulation which states that no person should travel in the opposite direction of an escalator's movement on railway premises."
16,"On a busy weekday afternoon, a man at the Bugis MRT station in Singapore frivolously activates the emergency stop button on the platform after a bet with friends, causing confusion and a temporary halt to train services.","The man's actions violate the regulation as he activated an emergency safety device without authority and not for its intended purpose, causing disruption to railway operations and violating safety regulations.",,
17,"During the afternoon rush hour at Orchard Road MRT Station in Singapore, a commuter annoyed by the delayed arrival of the train decides to pry open the platform screen doors manually to signal for assistance, causing immediate alarm and confusion among the fellow passengers.","The commuter's action of manually prying open the platform screen doors violates the regulation, as it is an interference with the doors and they were not used in an emergency situation nor was the commuter an authorized person responding to a duty. It poses a safety risk and contravenes the prohibition against non-emergency tampering with train or platform doors.",,
18,"During rush hour at the Dhoby Ghaut MRT station in Singapore, a street performer unlawfully sets up a large drum set on the platform, playing loudly and causing a crowd to block the pathway, preventing passengers from boarding and disembarking trains safely.","The street performer's act of setting up a drum set on a busy platform creates an obstruction and hindrance to the flow of passengers which is dangerous during peak travel times, thereby violating the stated regulation.",,
19,"After realizing he has lost his MRT card in the paid area of a busy Singapore train station, a commuter promptly informs the station master of the situation but adamantly refuses to pay the administrative charge, insisting instead that he should be allowed to exit without any penalty due to his regular patronage.","This scenario violates the regulation, as the commuter has failed to pay the administrative charge required when reporting a lost ticket. Despite informing the proper authorities, the regulation dictates that the commuter must make a payment before leaving the paid area, which he has neglected to do.",,
20,"At a busy MRT station in Singapore, Jane brazenly walked through the wide-open service gate alongside a family with a stroller, without holding a ticket of her own, clearly visible to the passing station manager.","Jane's actions breach [regulation] by entering the paid area of the MRT station without a ticket, openly ignoring the conditions of use which are implicitly agreed upon by anyone acquiring a ticket.","During the rush hour frenzy at a Singapore MRT station, as the station manager was distracted by a tourist asking for directions, John slipped in through the crowd entering the gate, unspotted without a ticket.","This action violates the regulation in that John did not acquire a ticket and therefore did not adhere to the regulations and conditions of use, which he would be deemed to have agreed to by possessing a ticket."
21,"In the Central Business District of Singapore, a commuter notices unadvertised fares being charged by unofficial ticket sellers who have set up a kiosk right beside the official fare tables, which display different, higher prices.","The unofficial ticket sellers are in violation of the regulation by charging fares that have not been authorized or published by the Authority or its licensee, and they are doing so in a manner that competes directly with the officially posted fares at the station.",,
